provider,version,path,implementation,type,optional,required,computed,forceNew,maxItems,minItems,deprecated,default,configMode,conflictsWith,exactlyOneOf,atLeastOneOf,requiredWith,defaultFunc
postgresql,,postgresql.postgresql_schemas.database,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schemas.include_system_schemas,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_schemas.like_all_patterns,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schemas.like_all_patterns.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schemas.like_any_patterns,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schemas.like_any_patterns.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schemas.not_like_all_patterns,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schemas.not_like_all_patterns.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schemas.regex_pattern,sdkv2,String,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schemas.schemas,sdkv2,Set,false,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schemas.schemas.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.database,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.like_all_patterns,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.like_all_patterns.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.like_any_patterns,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.like_any_patterns.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.not_like_all_patterns,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.not_like_all_patterns.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.regex_pattern,sdkv2,String,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.schemas,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.schemas.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.sequences,sdkv2,List,false,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.sequences.Elem.data_type,sdkv2,String,false,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_sequences.sequences.Elem.object_name,sdkv2,String,false,false,true,false,0,0,,<nil>,auto,,,,,
